Id,SalePrice
1655,148059.89
1656,151848.34
1657,146878.67
1658,148440.14
1659,124681.91
1660,147108.62
1661,467905.75
1662,405086.0
1663,403316.84
1664,452114.9
1665,310217.34
1666,337030.1
1667,375305.16
1668,338107.72
1669,298361.9
1670,345142.9
1671,254676.56
1672,479989.0
1673,286127.03
1674,242891.95
1675,191427.55
1676,186359.6
1677,229843.94
1678,478281.66
1679,417620.34
1680,352184.78
1681,243010.2
1682,298878.75
1683,182784.36
1684,168301.27
1685,166165.56
1686,169959.25
1687,161574.62
1688,187286.1
1689,179134.28
1690,180425.83
1691,169127.97
1692,240721.94
1693,166177.39
1694,178531.36
1695,162322.22
1696,279198.78
1697,171039.94
1698,385601.7
1699,326306.3
1700,241950.42
1701,261212.8
1702,259421.94
1703,258681.36
1704,299297.12
1705,232302.12
1706,494533.47
1707,218850.16
1708,209700.33
1709,272457.1
1710,203742.81
1711,225268.25
1712,267675.88
1713,269318.5
1714,227548.95
1715,189497.23
1716,176789.84
1717,164797.88
1718,147032.62
1719,200746.77
1720,251782.89
1721,160448.62
1722,132101.02
1723,154190.94
1724,215717.7
1725,243179.02
1726,193936.62
1727,166792.25
1728,182044.75
1729,162670.16
1730,162950.42
1731,121618.83
1732,130452.57
1733,120782.055
1734,117913.484
1735,134923.66
1736,119018.72
1737,360718.78
1738,221512.36
1739,255945.69
1740,216969.5
1741,196152.77
1742,166595.16
1743,168260.33
1744,308295.06
1745,238367.38
1746,199598.94
1747,209428.66
1748,238898.0
1749,151409.36
1750,137670.72
1751,249431.3
1752,124718.04
1753,153755.72
1754,214816.08
1755,169738.08
1756,129946.28
1757,122542.555
1758,151201.7
1759,154487.69
1760,168889.23
1761,135074.95
1762,168573.28
1763,169860.14
1764,113454.63
1765,184647.94
1766,170600.0
1767,213870.22
1768,142841.97
1769,178435.83
1770,135829.81
1771,128323.41
1772,138061.69
1773,129936.2
1774,143390.45
1775,130348.48
1776,130997.016
1777,110164.26
1778,138793.03
1779,108193.945
1780,167475.7
1781,131355.89
1782,92310.72
1783,126899.055
1784,99653.836
1785,125756.734
1786,132111.48
1787,171172.06
1788,64085.383
1789,105050.625
1790,98038.54
1791,206896.25
1792,156528.86
1793,134541.64
1794,143780.69
1795,130393.35
1796,118881.66
1797,118529.17
1798,125987.19
1799,107670.33
1800,125846.234
1801,127364.836
1802,133221.34
1803,162128.98
1804,142689.9
1805,140161.81
1806,118549.06
1807,125512.8
1808,119645.31
1809,113372.414
1810,143776.61
1811,104712.53
1812,106030.66
1813,121835.234
1814,103147.73
1815,64626.027
1816,96067.18
1817,110561.11
1818,144331.17
1819,126005.42
1820,56272.49
1821,98312.32
1822,143100.53
1823,42572.105
1824,137220.88
1825,126564.734
1826,103640.234
1827,104570.02
1828,136538.72
1829,118222.375
1830,140417.62
1831,149968.66
1832,94846.125
1833,139538.55
1834,113936.16
1835,146936.4
1836,122144.16
1837,96231.914
1838,117235.53
1839,93268.49
1840,150560.77
1841,140687.28
1842,75437.91
1843,132286.83
1844,138012.11
1845,137445.02
1846,157467.83
1847,160257.67
1848,56108.56
1849,111721.336
1850,121934.48
1851,154003.62
1852,132298.17
1853,129617.19
1854,164312.11
1855,149806.55
1856,221040.27
1857,160189.56
1858,133990.69
1859,116496.88
1860,154185.48
1861,116496.88
1862,274677.6
1863,276926.22
1864,276926.22
1865,332064.66
1866,331287.97
1867,235640.67
1868,320041.22
1869,211136.08
1870,229387.8
1871,231740.4
1872,164151.92
1873,244497.75
1874,148598.8
1875,209429.86
1876,194655.6
1877,209363.81
1878,196277.56
1879,135289.44
1880,142787.66
1881,229272.58
1882,265067.3
1883,196560.97
1884,209335.98
1885,256431.22
1886,314174.56
1887,208148.78
1888,289099.28
1889,161248.95
1890,129039.516
1891,142659.62
1892,110874.26
1893,125827.35
1894,132382.72
1895,135745.53
1896,126884.26
1897,117574.96
1898,113626.1
1899,146812.73
1900,148254.75
1901,164523.58
1902,131036.78
1903,207098.4
1904,136206.69
1905,180577.69
1906,177537.64
1907,191940.73
1908,114891.65
1909,141399.2
1910,127549.414
1911,206235.58
1912,292903.12
1913,144108.39
1914,76815.73
1915,305118.5
1916,76190.195
1917,259871.44
1918,141922.11
1919,167260.39
1920,147660.11
1921,456768.03
1922,317887.75
1923,215876.02
1924,231107.44
1925,203589.16
1926,387842.75
1927,130816.586
1928,163524.47
1929,115585.55
1930,132052.17
1931,146094.23
1932,140259.4
1933,172597.25
1934,179640.23
1935,169392.17
1936,181194.88
1937,187817.73
1938,180848.81
1939,255803.16
1940,182884.62
1941,171991.03
1942,193196.61
1943,192823.23
1944,327475.7
1945,375084.34
1946,163048.89
1947,304272.62
1948,180649.88
1949,239651.61
1950,175410.23
1951,251923.06
1952,232934.66
1953,164711.95
1954,185141.7
1955,128296.23
1956,282962.0
1957,153847.1
1958,297536.84
1959,140384.81
1960,118092.87
1961,117281.875
1962,97891.4
1963,103483.414
1964,109591.9
1965,149608.38
1966,142626.05
1967,285024.06
1968,456105.16
1969,390549.28
1970,476747.97
1971,468834.5
1972,390270.4
1973,271446.03
1974,305516.6
1975,467576.6
1976,261823.62
1977,380140.62
1978,410678.7
1979,341883.7
1980,192372.44
1981,346708.0
1982,209933.7
1983,194894.55
1984,171207.06
1985,208357.08
1986,208303.2
1987,173329.31
1988,171640.61
1989,192764.8
1990,212347.36
1991,254386.61
1992,214083.22
1993,164709.17
1994,248411.56
1995,182456.6
1996,255040.72
1997,309880.8
1998,353607.38
1999,254473.92
2000,324861.84
2001,250571.6
2002,253312.92
2003,254026.28
2004,238782.38
2005,238037.75
2006,218355.12
2007,245670.53
2008,210302.8
2009,186721.17
2010,199227.06
2011,151484.11
2012,171584.39
2013,180385.92
2014,192065.8
2015,207736.83
2016,188720.61
2017,197779.12
2018,122501.71
2019,135294.69
2020,109948.21
2021,115356.69
2022,175582.84
2023,139924.12
2024,228192.2
2025,357013.7
2026,179324.69
2027,152277.03
2028,152440.89
2029,171706.0
2030,284107.06
2031,217436.28
2032,240823.0
2033,272574.9
2034,166479.77
2035,204243.17
2036,195447.4
2037,199937.38
2038,284436.3
2039,212709.55
2040,326984.0
2041,278692.5
2042,205623.92
2043,163708.84
2044,182147.86
2045,230596.33
2046,145642.92
2047,150074.52
2048,136673.33
2049,139968.02
2050,189428.86
2051,109210.75
2052,130059.73
2053,143806.17
2054,95641.945
2055,155158.44
2056,135966.16
2057,119005.7
2058,218899.84
2059,126637.25
2060,164246.34
2061,176703.97
2062,130845.54
2063,108784.21
2064,138388.33
2065,123420.74
2066,164429.03
2067,108903.805
2068,151759.75
2069,86396.64
2070,110051.94
2071,93711.23
2072,127630.984
2073,140050.27
2074,184907.4
2075,145648.7
2076,126058.34
2077,154245.31
2078,133038.95
2079,137215.86
2080,112281.375
2081,124790.76
2082,121829.07
2083,144156.0
2084,110205.62
2085,122830.42
2086,132259.77
2087,121788.516
2088,100625.36
2089,74481.68
2090,126917.18
2091,120294.945
2092,118285.39
2093,131757.92
2094,125762.055
2095,155143.69
2096,81634.53
2097,97576.54
2098,147427.27
2099,69578.516
2100,74607.28
2101,130623.16
2102,127425.57
2103,100560.79
2104,141491.48
2105,120786.23
2106,78716.83
2107,244878.34
2108,112891.734
2109,109429.14
2110,139522.55
2111,143091.12
2112,135006.58
2113,117962.69
2114,111238.17
2115,162710.11
2116,129924.96
2117,150424.56
2118,121682.66
2119,105926.48
2120,121824.87
2121,85901.695
2122,105706.1
2123,90185.86
2124,168895.05
2125,124171.93
2126,150002.89
2127,157201.72
2128,121522.17
2129,105809.91
2130,133164.97
2131,140392.72
2132,119510.22
2133,124663.58
2134,111995.76
2135,106399.55
2136,73175.59
2137,104557.58
2138,136771.17
2139,157265.34
2140,137071.22
2141,145630.64
2142,125080.52
2143,142724.78
2144,121923.734
2145,134475.08
2146,164033.36
2147,139786.94
2148,134107.33
2149,141162.78
2150,226115.38
2151,118274.414
2152,191162.03
2153,172929.2
2154,108986.086
2155,137253.88
2156,301676.47
2157,234338.12
2158,252646.27
2159,206288.9
2160,166897.69
2161,247677.42
2162,391755.1
2163,351945.53
2164,232862.8
2165,171466.36
2166,151191.5
2167,218803.61
2168,203817.8
2169,189557.0
2170,223942.48
2171,149296.98
2172,140575.05
2173,164075.55
2174,237685.44
2175,292642.47
2176,323417.88
2177,241214.22
2178,203940.84
2179,141861.61
2180,219741.78
2181,195241.25
2182,227967.86
2183,193709.5
2184,127218.766
2185,127798.38
2186,150385.38
2187,154785.5
2188,164345.33
2189,234984.14
2190,79979.25
2191,82767.93
2192,91208.12
2193,107365.83
2194,101876.86
2195,115968.82
2196,108911.625
2197,123210.57
2198,164289.73
2199,169389.03
2200,136029.02
2201,136737.25
2202,193473.52
2203,150857.39
2204,169146.03
2205,106385.46
2206,133042.08
2207,187931.25
2208,235655.61
2209,242741.97
2210,122062.36
2211,120979.65
2212,113396.93
2213,104082.484
2214,132295.39
2215,103631.79
2216,150410.38
2217,113244.234
2218,61165.98
2219,65413.355
2220,79899.08
2221,307229.03
2222,258094.25
2223,272202.72
2224,212479.16
2225,126807.98
2226,196032.7
2227,204880.5
2228,277558.9
2229,235393.36
2230,150743.94
2231,202403.69
2232,182314.62
2233,187807.11
2234,239992.9
2235,218538.48
2236,286193.53
2237,370483.6
2238,203272.33
2239,123138.266
2240,164515.69
2241,164313.34
2242,130301.414
2243,127109.05
2244,112295.84
2245,110330.47
2246,145884.53
2247,110830.53
2248,123553.38
2249,131579.08
2250,141484.5
2251,117159.78
2252,170974.69
2253,150995.61
2254,165256.45
2255,181850.39
2256,182360.1
2257,198049.58
2258,168406.42
2259,177153.97
2260,166161.58
2261,182175.05
2262,201494.08
2263,340962.28
2264,455110.75
2265,179265.38
2266,293393.97
2267,375143.78
2268,379047.78
2269,150040.39
2270,179779.6
2271,243604.62
2272,197072.98
2273,165501.1
2274,175424.36
2275,167300.05
2276,189344.77
2277,183660.78
2278,145441.67
2279,130054.88
2280,125785.39
2281,168953.89
2282,186272.27
2283,105733.984
2284,109337.164
2285,139188.2
2286,124857.62
2287,352605.12
2288,265637.97
2289,401248.94
2290,485379.7
2291,323392.03
2292,413504.0
2293,497584.38
2294,450511.88
2295,469654.78
2296,299313.88
2297,297843.84
2298,309613.72
2299,414795.12
2300,332526.0
2301,238478.02
2302,241626.95
2303,246171.66
2304,252279.75
2305,190454.23
2306,187568.75
2307,192990.6
2308,234737.5
2309,277720.3
2310,197436.58
2311,197337.55
2312,182496.16
2313,173000.75
2314,182388.95
2315,166213.3
2316,180479.27
2317,190838.83
2318,172171.23
2319,170547.73
2320,194216.98
2321,234283.39
2322,183618.25
2323,169521.84
2324,162083.64
2325,223284.69
2326,160918.22
2327,212347.36
2328,221943.11
2329,183815.81
2330,175390.55
2331,377368.16
2332,434090.16
2333,330615.62
2334,244826.95
2335,270192.56
2336,341319.47
2337,200110.9
2338,277849.97
2339,229971.97
2340,395450.88
2341,223960.89
2342,248938.98
2343,218383.02
2344,219218.06
2345,247553.62
2346,201749.31
2347,193769.16
2348,226147.25
2349,176313.05
2350,248235.83
2351,253683.98
2352,245995.34
2353,231407.52
2354,137424.89
2355,150560.8
2356,153461.92
2357,198108.97
2358,197413.19
2359,127906.19
2360,116022.39
2361,141196.14
2362,263665.72
2363,140967.38
2364,165189.98
2365,212285.9
2366,190939.12
2367,240424.08
2368,217327.02
2369,239846.67
2370,166822.05
2371,172416.56
2372,186670.2
2373,282671.62
2374,296207.56
2375,249610.4
2376,268973.47
2377,392452.2
2378,141348.19
2379,199739.25
2380,149801.88
2381,158662.0
2382,190484.14
2383,216336.08
2384,245159.9
2385,159154.42
2386,132669.03
2387,139562.34
2388,97834.98
2389,126563.05
2390,144697.56
2391,139147.67
2392,116221.53
2393,160792.34
2394,141654.92
2395,201301.88
2396,142314.81
2397,222400.31
2398,137300.64
2399,59762.305
2400,64605.07
2401,117335.0
2402,136878.02
2403,142215.3
2404,149153.9
2405,157255.06
2406,137940.34
2407,122498.38
2408,141054.52
2409,128172.39
2410,172343.52
2411,121525.61
2412,159784.44
2413,127460.76
2414,137181.56
2415,138848.61
2416,126481.9
2417,133665.89
2418,125841.195
2419,119020.555
2420,128105.97
2421,147362.75
2422,110584.516
2423,126140.39
2424,147960.28
2425,215289.12
2426,132469.8
2427,133029.78
2428,168895.11
2429,115312.6
2430,129601.68
2431,120285.13
2432,143186.12
2433,145928.08
2434,135508.69
2435,148422.77
2436,107081.24
2437,109786.055
2438,131424.42
2439,109630.57
2440,122308.46
2441,103851.94
2442,103633.555
2443,123563.26
2444,129436.664
2445,82629.26
2446,120085.914
2447,173331.45
2448,135581.7
2449,105191.91
2450,150088.8
2451,134881.95
2452,226780.53
2453,100440.555
2454,116176.76
2455,132602.8
2456,134340.17
2457,122490.46
2458,128828.65
2459,111037.09
2460,136612.98
2461,113409.74
2462,139798.03
2463,120852.336
2464,172299.39
2465,138927.5
2466,112990.95
2467,142545.81
2468,74191.414
2469,78979.14
2470,185318.31
2471,213556.94
2472,163816.06
2473,116563.48
2474,76188.65
2475,244436.64
2476,106201.445
2477,122845.01
2478,146513.5
2479,109509.85
2480,144399.55
2481,115473.02
2482,128412.98
2483,115492.43
2484,118698.15
2485,122662.516
2486,164222.94
2487,173956.0
2488,153576.06
2489,157049.03
2490,154267.03
2491,100177.83
2492,173301.56
2493,145658.12
2494,146751.31
2495,102581.555
2496,246854.33
2497,155036.64
2498,115054.4
2499,95142.01
2500,124590.17
2501,136566.81
2502,156258.44
2503,100675.97
2504,183504.75
2505,215466.0
2506,254406.67
2507,322371.2
2508,254665.61
2509,217676.02
2510,218322.58
2511,185244.86
2512,204431.19
2513,210872.53
2514,222929.47
2515,147206.72
2516,167277.03
2517,144620.8
2518,154810.56
2519,221562.77
2520,207216.34
2521,190502.44
2522,220213.8
2523,132672.52
2524,133113.53
2525,146660.62
2526,136352.61
2527,112517.36
2528,136250.33
2529,138128.34
2530,129683.74
2531,253042.14
2532,221283.52
2533,196930.23
2534,246290.14
2535,315586.53
2536,234869.84
2537,221325.03
2538,173964.53
2539,183508.06
2540,179833.94
2541,169712.16
2542,163779.97
2543,131123.42
2544,131744.1
2545,142871.47
2546,143882.4
2547,142332.78
2548,154417.06
2549,161645.0
2550,263542.6
2551,143393.2
2552,127113.08
2553,71725.1
2554,102650.89
2555,117166.18
2556,106938.57
2557,113729.13
2558,158644.12
2559,132428.9
2560,138464.75
2561,140785.88
2562,128709.55
2563,145231.23
2564,194501.66
2565,133329.77
2566,153105.69
2567,125862.484
2568,176545.36
2569,181223.39
2570,121602.37
2571,183536.39
2572,169037.36
2573,221619.66
2574,246663.42
2575,124692.91
2576,131916.17
2577,144250.98
2578,87165.94
2579,75255.836
2580,128201.77
2581,110473.38
2582,115172.1
2583,275075.47
2584,175316.66
2585,179424.83
2586,215194.42
2587,201879.6
2588,139841.0
2589,151694.83
2590,207944.45
2591,211417.8
2592,221672.86
2593,277137.03
2594,183879.55
2595,201241.33
2596,333155.66
2597,185707.02
2598,278962.25
2599,306564.25
2600,153671.2
2601,154242.34
2602,91350.09
2603,100277.54
2604,94256.9
2605,85723.766
2606,145453.69
2607,186647.16
2608,189030.47
2609,162938.92
2610,106530.57
2611,142031.02
2612,154936.34
2613,129226.75
2614,129532.43
2615,149603.39
2616,135702.8
2617,196211.48
2618,192663.53
2619,218408.03
2620,180678.94
2621,180184.1
2622,183386.56
2623,264047.8
2624,277714.62
2625,327978.34
2626,172933.14
2627,175223.78
2628,442870.5
2629,635158.6
2630,336803.3
2631,453346.97
2632,425345.53
2633,301315.44
2634,396564.66
2635,157500.64
2636,183702.12
2637,173885.22
2638,261232.06
2639,192376.45
2640,153128.2
2641,106817.22
2642,190119.7
2643,108083.734
2644,132673.83
2645,104494.06
2646,96675.4
2647,105125.08
2648,141502.94
2649,149325.98
2650,136687.03
2651,146448.1
2652,445007.78
2653,250121.12
2654,248186.98
2655,377933.1
2656,300854.5
2657,337649.72
2658,286407.4
2659,298577.38
2660,362584.9
2661,339259.78
2662,341911.5
2663,270863.06
2664,269303.56
2665,308968.8
2666,282809.2
2667,165665.78
2668,170547.73
2669,179031.55
2670,277148.53
2671,170547.73
2672,199508.22
2673,203306.73
2674,201603.64
2675,162080.52
2676,179452.0
2677,199758.16
2678,251634.39
2679,271188.28
2680,267144.8
2681,433948.8
2682,329389.66
2683,588024.5
2684,328180.62
2685,333423.94
2686,271362.34
2687,317638.56
2688,243386.03
2689,199303.25
2690,495469.84
2691,190065.19
2692,141688.08
2693,199169.81
2694,144499.44
2695,196464.36
2696,178052.27
2697,189335.72
2698,194973.44
2699,178388.05
2700,161060.83
2701,158671.7
2702,109975.71
2703,130862.42
2704,145591.72
2705,122254.37
2706,121096.63
2707,124996.29
2708,139782.19
2709,113067.09
2710,131862.75
2711,270966.66
2712,395897.2
2713,165646.55
2714,153257.78
2715,165784.19
2716,146711.4
2717,169250.12
2718,238452.38
2719,153408.33
2720,171974.86
2721,137551.8
2722,159551.05
2723,147053.31
2724,128861.516
2725,133323.19
2726,144443.81
2727,172907.03
2728,167357.86
2729,150601.83
2730,144947.23
2731,129368.69
2732,124590.5
2733,155766.4
2734,146166.83
2735,132726.98
2736,134619.48
2737,125176.72
2738,139922.62
2739,165795.72
2740,134238.52
2741,150015.61
2742,152895.16
2743,149579.62
2744,152140.97
2745,135778.44
2746,133922.25
2747,142598.47
2748,115684.89
2749,127393.55
2750,136430.17
2751,133658.28
2752,176145.16
2753,155989.19
2754,262631.8
2755,129879.266
2756,101067.766
2757,81666.71
2758,96357.22
2759,155216.5
2760,127350.46
2761,140377.6
2762,141830.86
2763,174550.3
2764,140521.95
2765,283839.62
2766,132338.6
2767,87311.93
2768,133859.42
2769,128491.336
2770,147327.48
2771,119936.81
2772,122741.82
2773,142517.23
2774,128231.625
2775,125144.15
2776,140621.84
2777,143639.48
2778,116844.83
2779,120758.46
2780,102781.75
2781,97537.49
2782,88475.37
2783,112952.32
2784,122006.555
2785,129499.1
2786,90097.58
2787,115979.9
2788,79348.63
2789,207375.69
2790,94628.81
2791,112660.94
2792,63637.547
2793,175946.31
2794,99156.805
2795,119790.84
2796,98818.89
2797,231600.77
2798,108718.54
2799,117552.836
2800,63017.242
2801,108740.86
2802,134459.81
2803,177373.19
2804,132333.36
2805,103839.12
2806,86457.83
2807,152605.36
2808,149496.14
2809,131140.62
2810,132401.14
2811,155852.95
2812,148558.19
2813,161602.66
2814,168234.94
2815,113074.336
2816,255790.73
2817,150379.86
2818,125940.305
2819,144227.11
2820,147409.4
2821,111613.42
2822,190311.31
2823,273760.53
2824,173913.56
2825,138953.52
2826,131221.3
2827,140736.45
2828,201165.92
2829,205695.44
2830,233364.39
2831,174911.44
2832,251068.64
2833,289892.1
2834,219044.34
2835,223222.42
2836,184565.45
2837,151748.81
2838,151775.22
2839,176173.98
2840,196857.27
2841,203869.83
2842,222691.5
2843,148220.77
2844,154768.34
2845,127325.4
2846,207410.89
2847,193948.86
2848,207440.36
2849,209397.55
2850,278394.38
2851,243194.0
2852,229970.47
2853,229396.38
2854,142106.84
2855,204150.92
2856,205498.4
2857,184565.45
2858,205349.55
2859,133598.67
2860,118729.734
2861,121343.34
2862,192298.78
2863,134664.72
2864,248960.9
2865,145730.95
2866,149514.56
2867,100346.49
2868,102645.98
2869,107039.43
2870,130248.78
2871,79463.84
2872,58109.676
2873,103320.82
2874,137239.83
2875,119494.77
2876,166081.55
2877,131082.06
2878,161145.72
2879,138860.2
2880,97238.6
2881,145538.42
2882,164976.84
2883,180107.39
2884,183101.0
2885,188339.39
2886,224328.95
2887,95192.03
2888,128259.04
2889,57753.12
2890,84566.9
2891,136736.56
2892,70794.04
2893,90600.36
2894,60250.953
2895,304654.2
2896,285591.4
2897,197764.94
2898,153996.89
2899,219213.9
2900,155218.44
2901,209704.45
2902,192635.7
2903,349957.1
2904,348786.5
2905,92208.56
2906,199732.27
2907,110507.56
2908,132074.52
2909,151727.47
2910,87021.414
2911,90927.055
2912,140065.7
2913,94479.91
2914,84547.8
2915,88138.44
2916,91312.375
2917,170279.47
2918,121278.84
2919,226627.28
